"price" "dividends" "earnings"
0.356224	 0.020546	   0.031610
0.384056	 0.023184	   0.033231
0.394905	 0.026680	   0.037190
0.376751	 0.028664	   0.039956
0.394349	 0.027658	   0.033190
0.411190	 0.027418	   0.025590
0.324446	 0.020587	   0.032506
0.352147	 0.021745	   0.037450
0.432488	 0.020019	   0.038037
0.511495	 0.027603	   0.052020
0.657153	 0.031432	   0.043220
0.581499	 0.032031	   0.043042
0.581562	 0.035757	   0.043341
0.561269	 0.037450	   0.037450
0.512221	 0.030029	   0.033783
0.650632	 0.027527	   0.041290
0.698178	 0.029858	   0.042996
0.634193	 0.028778	   0.032532
0.655637	 0.028903	   0.039413
0.706811	 0.028198	   0.037170
0.620358	 0.030029	   0.046409
0.752094	 0.030391	   0.046853
0.710388	 0.036494	   0.037954
0.630612	 0.031988	   0.024371
0.647367	 0.028528	   0.037536
0.641123	 0.027821	   0.032458
0.652251	 0.027026	   0.046545
0.732711	 0.029606	   0.051811
0.900028	 0.026592	   0.060782
0.772436	 0.038927	   0.062283
0.917373	 0.040521	   0.063314
1.028227	 0.038114	   0.072763
0.977102	 0.042282	   0.064028
0.806989	 0.036609	   0.057865
0.995521	 0.038971	   0.079122
1.165574	 0.045205	   0.085890
1.080408	 0.050819	   0.076228
0.791152	 0.044724	   0.064850
1.013006	 0.044466	   0.076805
1.018679	 0.050926	   0.079098
1.004433	 0.051456	   0.064594
0.998467	 0.048980	   0.071429
0.948980	 0.048000	   0.063000
0.837000	 0.041584	   0.051485
0.740594	 0.041346	   0.084615
0.897115	 0.047863	   0.130769
0.817949	 0.049286	   0.091429
0.515000	 0.034545	   0.060000
0.475758	 0.027461	   0.048187
0.457513	 0.026842	   0.042105
0.374211	 0.027219	   0.017160
0.431953	 0.030357	   0.041071
0.529762	 0.030636	   0.056647
0.510405	 0.031792	   0.053757
0.611561	 0.033520	   0.069832
0.706704	 0.039429	   0.070857
0.765714	 0.044509	   0.064162
1.013295	 0.049708	   0.080702
1.453801	 0.056725	   0.094152
1.269591	 0.061635	   0.061006
1.005031	 0.057343	   0.042657
0.580420	 0.038760	   0.031783
0.549612	 0.033333	   0.033333
0.798485	 0.033088	   0.036029
0.680882	 0.034058	   0.055072
0.997101	 0.051064	   0.072340
1.247518	 0.056338	   0.079577
0.796479	 0.036429	   0.045714
0.892857	 0.044604	   0.064748
0.884892	 0.047518	   0.074468
0.748227	 0.045223	   0.073885
0.568790	 0.034911	   0.060947
0.597041	 0.035057	   0.054023
0.681034	 0.035955	   0.052247
0.757865	 0.036264	   0.052747
0.990110	 0.033023	   0.049302
0.707442	 0.035443	   0.067932
0.625738	 0.038750	   0.095417
0.640000	 0.048511	   0.098723
0.718298	 0.057874	   0.111811
0.835039	 0.053208	   0.092075
0.912830	 0.053008	   0.090226
0.984211	 0.053903	   0.093309
0.946468	 0.057678	   0.103745
1.333333	 0.061194	   0.135075
1.647388	 0.063043	   0.123551
1.646014	 0.062587	   0.117832
1.437762	 0.060345	   0.099655
1.917931	 0.062457	   0.115700
1.980546	 0.065436	   0.109732
2.004027	 0.067333	   0.106333
2.302333	 0.070066	   0.120724
2.140132	 0.073786	   0.130097
2.474110	 0.080128	   0.145833
2.760256	 0.085535	   0.163208
2.934591	 0.087234	   0.168693
2.566869	 0.085630	   0.156305
2.787097	 0.086236	   0.161798
2.866292	 0.083598	   0.152910
2.389153	 0.078894	   0.128894
2.348995	 0.074696	   0.138686
2.513382	 0.073944	   0.150704
2.779812	 0.072532	   0.175107
2.062446	 0.069098	   0.170633
1.392706	 0.066187	   0.143165
1.742086	 0.069231	   0.169402
1.774530	 0.074720	   0.174240
1.444000	 0.074231	   0.180527
1.459883	 0.072622	   0.191003
1.425064	 0.070805	   0.170345
1.528391	 0.070308	   0.162884
1.243690	 0.070245	   0.129243
1.475153	 0.069578	   0.137684
1.632875	 0.071374	   0.157725
1.626635	 0.072080	   0.133303
1.899544	 0.074460	   0.130216
2.378687	 0.076145	   0.151253
2.164909	 0.080347	   0.196201
2.356813	 0.086735	   0.179513
2.668524	 0.089896	   0.158544
2.418276	 0.088342	   0.115206
3.012889	 0.086816	   0.133871
3.052104	 0.086047	   0.149658
3.235226	 0.087691	   0.203593
3.095476	 0.089313	   0.219948
3.979404	 0.093652	   0.243432
4.815965	 0.095916	   0.245792
5.961386	 0.098600	   0.229519
7.600548	 0.098933	   0.285536
